,V1,V2,angles,r,assigned_phase,gene_biotype,gene_symbols
ENSG00000063978,1.2797912198218702,-0.136520033917612,1.6770681201504416,1.2870521691034968,S,protein_coding,RNF4
ENSG00000163029,1.2152896029004499,-0.422451597955523,1.905343894111968,1.2866212230229641,S,protein_coding,SMC6
ENSG00000075131,0.554640188003838,-1.15986113605359,2.6955404386080652,1.2856529831476522,S,protein_coding,TIPIN
ENSG00000105677,0.6170402656337629,-1.12613167505575,2.640340809156204,1.2840993882785139,S,protein_coding,TMEM147
ENSG00000078674,0.9371561690909341,0.877669613981518,0.8181645397530339,1.2839648112669062,G2,protein_coding,PCM1
ENSG00000177192,0.70115055204566,-1.07551932987926,2.5638701917129576,1.2838823643846295,S,protein_coding,PUS1
ENSG00000176974,1.2089080918994,0.431763527625144,1.227764582406699,1.283697206683553,G2,protein_coding,SHMT1
ENSG00000165644,0.758643550942462,-1.03455781626059,2.508864046794523,1.2829068214693025,S,protein_coding,COMTD1
ENSG00000170638,1.28270373784626,0.00288161498574285,1.5685498141723353,1.2827069746398407,S,protein_coding,TRABD
ENSG00000063244,1.2815904691250801,-0.0228409401502413,1.5886167794235995,1.2817939924571304,S,protein_coding,U2AF2
ENSG00000040341,1.2691148511998402,0.17658584881341502,1.4325430186631192,1.2813411206767489,S,protein_coding,STAU2
ENSG00000097021,1.20391526190555,-0.437637310469718,1.91945724136992,1.2809911683396873,S,protein_coding,ACOT7
ENSG00000124562,1.27474481095476,0.125629141741294,1.4725611606832336,1.2809203778185205,S,protein_coding,SNRPC
ENSG00000160326,-0.433722441154069,-1.20456062886072,3.4872074792087573,1.2802661694202413,G1/S,protein_coding,SLC2A6
ENSG00000125505,1.16730476301613,-0.524093505385554,1.9927995667064307,1.2795602417031646,S,protein_coding,MBOAT7
ENSG00000170545,1.26188607906153,0.20614893288736802,1.4088610864581563,1.278614038347727,S,protein_coding,SMAGP
ENSG00000101040,0.31471805788914003,1.23855502527648,0.2488346783179787,1.2779147102209656,M/G1,protein_coding,ZMYND8
ENSG00000115685,1.00159773448589,-0.7936375621966151,2.240868443150975,1.277911813020231,S,protein_coding,PPP1R7
ENSG00000115884,1.14619083594901,-0.564858599530537,2.0286784233471566,1.277817932992447,S,protein_coding,SDC1
ENSG00000103253,-0.19755682993156898,-1.26195641424731,3.2968803399889244,1.2773263844893128,G1/S,protein_coding,HAGHL
ENSG00000203485,0.989513999283081,-0.8068069892397121,2.2548312921647686,1.276744090514323,S,protein_coding,INF2
ENSG00000100632,1.17353661870454,-0.5028447418131129,1.9756164641442007,1.2767306018928115,S,protein_coding,ERH
ENSG00000011201,-1.23807392417688,0.310948072763084,4.958454115063299,1.276524870765084,G1,protein_coding,ANOS1
ENSG00000104728,-0.094851621636997,-1.27234791884545,3.216003506072967,1.2758785430900217,G1/S,protein_coding,ARHGEF10
ENSG00000169764,0.997653695739523,0.7945584038799329,0.89823780429725,1.2753963908522539,G2,protein_coding,UGP2
ENSG00000117758,-0.665930355959558,-1.0877253572058398,3.6909511267490753,1.2753860951480518,G1/S,protein_coding,STX12
ENSG00000171316,-0.386411250295645,-1.21522835405766,3.449456881956989,1.2751837541549582,G1/S,protein_coding,CHD7
ENSG00000144028,1.1844209376076298,0.47168937501626,1.1918040443976778,1.2748897301125957,G2,protein_coding,SNRNP200
ENSG00000168906,1.1575370788814099,-0.5335727044467871,2.0027231382775854,1.274594806170167,S,protein_coding,MAT2A
ENSG00000106261,-1.1544276629783703,0.538734802411735,5.149017486742324,1.2739460021442481,G1,protein_coding,ZKSCAN1
ENSG00000063854,0.8394459777704271,0.958180629983881,0.7194431791234172,1.2738836953471284,G2/M,protein_coding,HAGH
ENSG00000173402,0.492805424443367,-1.17453288258992,2.744325416462489,1.2737286518901088,G1/S,protein_coding,DAG1
ENSG00000247077,0.979646337306048,-0.8124855876294179,2.263188788076968,1.272729262766703,S,protein_coding,PGAM5
ENSG00000178449,0.544409067904993,-1.14999456296931,2.6994494165503964,1.272347722942183,S,protein_coding,COX14
ENSG00000196739,-0.47614930456614596,-1.1794669453122901,3.5252835162656173,1.2719514280518456,G1/S,protein_coding,COL27A1
ENSG00000124155,1.23253062780016,-0.310357864340365,1.8174734641768615,1.2710050166790723,S,protein_coding,PIGT
ENSG00000124164,1.18521490972088,-0.458814021479318,1.9401455061038293,1.270922770482415,S,protein_coding,VAPB
ENSG00000160917,1.20794793131812,-0.394317900326706,1.8863266466948752,1.2706788781174367,S,protein_coding,CPSF4
ENSG00000172534,1.25166102937743,0.21835616244691602,1.3980813462627673,1.2705647351239966,S,protein_coding,HCFC1
ENSG00000232956,0.5968916134698871,-1.12151610401652,2.652503682478962,1.270463682991009,S,lincRNA,SNHG15
ENSG00000160058,-0.6854765858031621,1.06934631408293,5.713146050210591,1.2701888399474734,G1,protein_coding,BSDC1
ENSG00000102900,1.20743806633074,-0.39276087327007503,1.8852855140780516,1.2697116946757592,S,protein_coding,NUP93
ENSG00000100138,0.581625185734651,-1.1283308897688997,2.665642652182832,1.269416579964018,S,protein_coding,SNU13
